SCHOOLID,STUDENT_NUMBER,LASTFIRST,GRADE_LEVEL,GENDER,COACH,ELASTATUS,ELASTATUSDATE,LTELSTATUS,plListen,plSpeak,plRead,plWrite,plOverall,celdtCriterion,SPEDCaseManager,SPEDNeeds,lowGrades,highGrades,missingAssignments,suspensionDetail,suspensionsCurrent,suspensionsLast,studentGoal,goalTimestamp,SBACM_Earliest,SBACM_Latest,SBACE_Earliest,SBACE_Latest,mTestPercentile,rTestPercentile,mFallToFall,rFallToFall,attendance,Merits,Demerits,Reflections,behaviorSummary,ANET1MathPercent,GradeLevelAverageMathANET1,ANETMathSummary,ANET1ELAPercent,GradeLevelAverageELAANET1,ANETELASummary,ANET2MathPercent,GradeLevelAverageMathANET2,ANET2MathSummary,ANET2ELAPercent,GradeLevelAverageELAANET2,ANET2ELASummary,numCel,improvements,celebrations,StaffCelebrations,ANETMATH,ANETELA,SPED,SBACELAProjection,SBACMathProjection
Demo School 1,100396,Shantae Holter  ,8,M,Zephan,EL,28-Oct-10,LTEL,3,4,2,1,3,,Fei,Specific Learning Disability (SLD),1,2,11,,0,0,<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>to kept up on my homework to get a b. First time scored and felt Great. to get b+ or c+ an every class. to kept up with every one</i> by 2/15/2018. ,43139.37765,1,1,1,1,8,7,Less than a year,Less than a year,96% or higher,246,-148,7,rpg,0.263157895,0.36344239,Below average,0.2,0.390476191,Below average,0.222222222,0.394137453,Below average,0.136363636,0.415433404,Below average,4,"<li>Benchmark Math 2 score was below network average; you scored 22% while your classsmates scored 39%</li><li>Benchmark Math 1 score was below network average; you scored 26% while your classsmates scored 36%</li><li>Benchmark ELA 2 score was below network average; you scored 14.% while your classsmates scored 42%</li><li>Benchmark ELA 1 score was below network average; you scored 20% while your classsmates scored 39%</li><li><b>Semester two: 1 courses with a grade below 80:</b><br><p style='margin-left: 40px'>F/47 - English Language Arts 8 - as of  Feb 9  ; 7 assignment(s) were missing <i></i></p></li><li>Turn in <b>11 missing assignment(s): </b>5 classwork </li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC Math: Overall Level 1</b>, Concepts and Procedures - Below Standard, Problem Solving - Below Standard, Communicating Reasoning - Below Standard</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC ELA: Overall Level 1</b>, Reading - Below Standard, Writing - Below Standard, Listening - Below Standard, Research/Inquiry - Below Standard</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in Mathematics</b>; your approximate grade level is 4.3. To get closer to grade level, increase your current RIT score of 204 by 2
 points for one year of growth or by 3 points for 1.5 years of growth by Spring 1718.</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in ELA</b>; your approximate grade level is 3.7. To get closer to grade level, increase your current RIT score of 196 by 2 points for one year of growth or by 3 points for 1.5 years of growth by Spring 1718.</li>",<li><b>Attendance 97%</b> - 104/107 days. Rate last year: 99%</li><li><b>Semester two: 2 courses with As/Bs:</b><br><p style='margin-left: 40px'>A+/100 8th grade Algebra- <i></i></p><p style='margin-left: 40px'>B+/88 8th grade Science-<i></i></p></li><li><b>Passed the CELDT test</b> that you took in 2016. Well done!</li>,,Net average is negative,Net average is negative,YES,1,1
Demo School 1,100397,Lynnette Lamborn  ,8,F,Zephan,EL,11-Mar-11,LTEL,5,5,4,4,5,1,None,None,2,1,12,,0,0,"<br><br><strong class='bg-warning'>Goal set on Jan-4: </strong>Learn: <i>i am going to learn how to turn in my homework. First time scored 33 and felt Neutral. turn in all my classwork. i will set a alarm</i> by 1/8/2018. <p style='margin-left: 40px'> Reflection on 01/11: Met the goal feeling Good. <i>I took time on my tests , and ask for help when i need it . I would try to meet it</i></p><p style='margin-left: 40px'> Reflection on 01/17: Some progress, or almost met it feeling Neutral. <i>i read with my partner out loudcomplete my work </i></p><p style='margin-left: 40px'> Reflection on 01/25: No progress on the goal feeling Neutral. <i>i didnt really meet my goal. i will ead the books to get a hight score on the quiz .</i></p><p style='margin-left: 40px'> Reflection on 01/25: Some progress, or almost met it feeling Neutral. <i>i didn't really meet my goal thisi will read unbroken to get a good score in my test </i></p>",43104.35612,1,1,1,1,19,47,Less than a year,Less than a year,90 to 95%,263,-48,4,rpg,0.210526316,0.36344239,Below average,0.2,0.390476191,Below average,0.37037037,0.394137453,Below average,0.454545455,0.415433404,At or above average,4,"<li>Benchmark Math 2 score was below network average; you scored 37% while your classsmates scored 39%</li><li>Benchmark Math 1 score was below network average; you scored 21% while your classsmates scored 36%</li><li>Benchmark ELA 1 score was below network average; you scored 20% while your classsmates scored 39%</li><li><b>Semester two: 2 courses with a grade below 80:</b><br><p style='margin-left: 40px'>F/45 - 8th grade Algebra - as of  Feb 6  ; 2 assignment(s) were missing <i></i></p><p style='margin-left: 40px'>F/43 - English Language Arts 8 - as of  Feb 2  ; 6 assignment(s) were missing <i></i></p></li><li>Turn in <b>10 missing assignment(s): </b>5 classwork </li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC Math: Overall Level 2</b>, Concepts and Procedures - Below Standard, Problem Solving - Below Standard, Communicating Reasoning - Below Standard</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC ELA: Overall Level 2</b>, Reading - Near Standard, Writing - Near Standard, Listening - Near Standard, Research/Inquiry - Near Standard</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in Mathematics</b>; your approximate grade level is 5.3. To get closer to grade level, increase your current RIT score of 213 by 2
 points for one year of growth or by 3 points for 1.5 years of growth by Spring 1718.</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in ELA</b>; your approximate grade level is 8.3. To get closer to grade level, increase your current RIT score of 218 by 1 points for one year of growth or by 2 points for 1.5 years of growth by Spring 1718.</li>",<li><b>Benchmark ELA 2 score was at or above the network average</b>; you scored 45% while your classsmates scored 42%</li><li><b>Attendance 95%</b> - 102/107 days. Details  - <b>Out of school suspension absences: 5</b>. Rate last year: 75%</li><li><b>Semester two: 1 courses with As/Bs:</b><br><p style='margin-left: 40px'>B-/80 8th grade Science-<i></i></p></li>,,Net average is negative,Net average is negative,NO,2,1
Demo School 1,100398,Carolina Mcgaughy  ,8,F,Zephan,EL,18-Aug-09,EL,2,4,2,4,3,,None,None,1,2,6,,0,0,<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>Unbroken. First time scored and felt Neutral. to finish up articles as possible in week. to try my best on my quiz on newela</i> by 2/15/2018. ,43139.37409,1,1,1,1,,,,,96% or higher,0,0,0,rpg,,,,,,,,0.394137453,,,0.415433404,,4,<li>Turn in <b>1 missing assignment(s): </b>1 homework</li>,<li><b>Attendance 100%</b> - 22/22 days. Rate last year: 94%</li><li><b>Semester two: 1 courses with As/Bs:</b><br><p style='margin-left: 40px'>A/96 Physical Education-<i></i></p></li><li><b>Passed the CELDT test</b> that you took in 2016. Well done!</li>,,,,NO,,
Demo School 1,100399,Gisele Odem  ,8,M,Zephan,EL,27-Aug-08,EL,3,5,4,4,4,1,None,None,2,1,9,,0,0,<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>im going to learn to improve my essays. make them more efficient and able to make them better. and improve my grammar.. First time scored 33 and felt Neutral. to get a 80% and to ace this upcoming test. stay up all night just to finish homework</i> by 2/28/2018. ,43139.38562,1,2,1,2,34,45,1.5 or more years,Less than a year,90 to 95%,3855,-215,3,rpg,0.25,0.30726601,Below average,0.260869565,0.344537815,Below average,0.307692308,0.31722551,Below average,0.5625,0.462104072,At or above average,6,"<li>Benchmark Math 2 score was below network average; you scored 31% while your classsmates scored 32%</li><li>Benchmark Math 1 score was below network average; you scored 25% while your classsmates scored 31%</li><li>Benchmark ELA 1 score was below network average; you scored 26% while your classsmates scored 34%</li><li><b>Semester two: 2 courses with a grade below 80:</b><br><p style='margin-left: 40px'>F/57 - 7th grade Pre-Algebra - as of  Jan 24 ; 2 absence(s) <i></i></p><p style='margin-left: 40px'>F/38 - 7th grade Humanities - as of  Jan 24 ; 2 absence(s) ; 1 assignment(s) were missing <i></i></p></li><li>Turn in <b>3 missing assignment(s): </b>1 classwork 2 homework</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC Math: Overall Level 2</b>, Concepts and Procedures - Below Standard, Problem Solving - Near Standard, Communicating Reasoning - Near Standard</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in Mathematics</b>; your approximate grade level is 6.4. To get closer to grade level, increase your current RIT score of 219 by 2
 points for one year of growth or by 3 points for 1.5 years of growth by Spring 1718.</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in ELA</b>; your approximate grade level is 7. To get closer to grade level, increase your current RIT score of 215 by 1 points for one year of growth or by 2 points for 1.5 years of growth by Spring 1718.</li>",<li><b>Benchmark ELA 2 score was at or above the network average</b>; you scored 56.% while your classsmates scored 46%</li><li><b>Attendance 90%</b> - 96/107 days. Details  - <b>Out of school suspension absences: 3</b>. Rate last year: 95%</li><li><b>Semester two: 1 courses with As/Bs:</b><br><p style='margin-left: 40px'>A-/92 Physical Education-<i></i></p></li><li>College and Career Ready: SBAC <b> ELA level 3 </b>on the 2017 test</li><li><b>On track to grow 1.5 or more years in Mathematics </b> this year! Current RIT score is 219 approximate grade level is 6.4</li>,,Net average is negative,Net average is at par or positive,NO,2,2
Demo School 1,100400,Tyree Peasley  ,8,M,Zephan,EL,17-Aug-09,LTEL,4,4,3,3,3,,None,None,1,1,7,,0,0,<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>Am going to learn to raise my grade up in every class.. First time scored 85 and felt Good. My goal is to raise my grade up in every class and try hard. The steps i will try will be turn in my work on time try harder in class.Also do my home work.</i> by 2/15/2018. ,43139.37674,1,1,1,1,24,31,Less than a year,1.5 or more years,Less than 90 not improving,349,-96,1,rpg,0.291666667,0.397905759,Below average,0.470588235,0.387594642,At or above average,0.333333333,0.38120915,Below average,0.333333333,0.341482047,Below average,3,"<li>Benchmark Math 2 score was below network average; you scored 33% while your classsmates scored 38%</li><li>Benchmark Math 1 score was below network average; you scored 29.% while your classsmates scored 40%</li><li>Benchmark ELA 2 score was below network average; you scored 33% while your classsmates scored 34%</li><li><b>Attendance rate is not improving</b>. Last year 95% and 87% this year - 93/107 days<div id='calendar_basic' ></div></li><li><b>Semester two: 3 courses with a grade below 80:</b><br><p style='margin-left: 40px'>C-/71 - 6th grade Math - as of  Feb 8 ; 5 absence(s) <i></i></p><p style='margin-left: 40px'>F+/67 - 6th Grade Science - as of  Feb 8 ; 5 absence(s) ; 2 assignment(s) were missing <i></i></p><p style='margin-left: 40px'>F/51 - English Lanquage Arts 6 - as of  Feb 5 ; 5 absence(s) ; 1 assignment(s) were missing <i></i></p></li><li>Turn in <b>3 missing assignment(s): </b>3 classwork </li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC Math: Overall Level 1</b>, Concepts and Procedures - Below Standard, Problem Solving - Below Standard, Communicating Reasoning - Below Standard</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC ELA: Overall Level 1</b>, Reading - Near Standard, Writing - Below Standard, Listening - Below Standard, Research/Inquiry - Below Standard</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in Mathematics</b>; your approximate grade level is 5. To get closer to grade level, increase your current RIT score of 211 by 3
 points for one year of growth or by 5 points for 1.5 years of growth by Spring 1718.</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in ELA</b>; your approximate grade level is 5.2. To get closer to grade level, increase your current RIT score of 207 by 2 points for one year of growth or by 3 points for 1.5 years of growth by Spring 1718.</li>",<li><b>Benchmark ELA 1 score was at or above the network average</b>; you scored 47% while your classsmates scored 39%</li><li><b>On track to grow 1.5 or more years in Reading</b> this year! Current RIT score is 207 approximate grade level is 5.2</li>,,Net average is negative,Net average is at par or positive,NO,2,1
Demo School 1,100401,Louise Stringham  ,8,F,Zephan,EL,31-Aug-09,LTEL,4,4,3,4,4,1,None,None,2,1,7,,0,0,"<br><br><strong class='bg-warning'>Goal set on Jan-18: </strong>Learn: <i>To stop being mean to my partner. First time scored 33 and felt Neutral. to stop being mean to my partner. be nice , stop getting mad</i> by 1/24/2018. <p style='margin-left: 40px'> Reflection on 02/8: Met the goal feeling Neutral. <i>i feel natrual and my progress was great.try way harder</i></p>",43118.35833,1,1,1,1,1,1,Less than a year,Low Achievement,90 to 95%,3705,-45,1,rpg,0.142857143,0.30726601,Below average,0.173913044,0.344537815,Below average,0.192307692,0.31722551,Below average,0.375,0.462104072,Below average,2,"<li>Benchmark Math 2 score was below network average; you scored 19% while your classsmates scored 32%</li><li>Benchmark Math 1 score was below network average; you scored 14.% while your classsmates scored 31%</li><li>Benchmark ELA 2 score was below network average; you scored 38% while your classsmates scored 46%</li><li>Benchmark ELA 1 score was below network average; you scored 17% while your classsmates scored 34%</li><li><b>Semester two: 2 courses with a grade below 80:</b><br><p style='margin-left: 40px'>F/59 - 7th grade Pre-Algebra - as of  Jan 24  <i></i></p><p style='margin-left: 40px'>F/0 - 7th grade Humanities - as of  Jan 24  ; 1 assignment(s) were missing <i></i></p></li><li>Turn in <b>1 missing assignment(s): </b>1 classwork </li><li><b>Did not pass the CELDT test</b> in 2017. To pass on your next attempt, you must get a 3 or above in all areas and at least a 4 overall. Latest levels are: Listening 2; Speaking 1; Reading 1; Writing 1; Overall 1</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC Math: Overall Level 1</b>, Concepts and Procedures - Below Standard, Problem Solving - Below Standard, Communicating Reasoning - Near Standard</li>",<li><b>Attendance 93%</b> - 100/107 days. Rate last year: 88%</li>,,Net average is negative,Net average is negative,NO,1,1
Demo School 1,100402,Nana Nickson  ,8,M,Zephan,EL,1-Aug-10,LTEL,2,4,1,2,2,,Fei,Specific Learning Disability (SLD),1,2,4,,0,0,<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>i going rais my grade up and ela and seciec. First time scored and felt Neutral. to get my grade up. to fishing my work and turn it in</i> by 2/15/2018. ,43139.37947,2,1,2,1,3,1,at least 1 year,Less than a year,96% or higher,156,-56,3,rpg,,,,,,,,0.38120915,,,0.341482047,,4,"<li><b>Semester two: 1 courses with a grade below 80:</b><br><p style='margin-left: 40px'>F/44 - English Lanquage Arts 6 - as of  Feb 5 ; 1 absence(s) ; 2 assignment(s) were missing <i></i></p></li><li>Turn in <b>2 missing assignment(s): </b></li><li><b>Did not pass the CELDT test</b> in 2017. To pass on your next attempt, you must get a 3 or above in all areas and at least a 4 overall. Latest levels are: Listening 1; Speaking 1; Reading 1; Writing 1; Overall 1</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC Math: Overall Level 1</b>, Concepts and Procedures - Near Standard, Problem Solving - Below Standard, Communicating Reasoning - Below Standard</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC ELA: Overall Level 1</b>, Reading - Below Standard, Writing - Below Standard, Listening - Below Standard, Research/Inquiry - Below Standard</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in Mathematics</b>; your approximate grade level is 3.2. To get closer to grade level, increase your current RIT score of 191 by 3
 points for one year of growth or by 5 points for 1.5 years of growth by Spring 1718.</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in ELA</b>; your approximate grade level is 0.5. To get closer to grade level, increase your current RIT score of 153 by 5 points for one year of growth or by 8 points for 1.5 years of growth by Spring 1718.</li>",<li><b>Attendance 98%</b> - 105/107 days. Details  - <b>Out of school suspension absences: 2</b>. Rate last year: 97%</li><li><b>Semester two: 2 courses with As/Bs:</b><br><p style='margin-left: 40px'>B/86 6th grade Math-<i></i></p><p style='margin-left: 40px'>B/84 6th Grade Science-<i></i></p></li><li><b>On track to grow at least 1 year in Mathematics </b> this year! Current RIT score is 191 approximate grade level is 3.2</li>,,,,YES,1,1
Demo School 1,100403,Arleen Caddy  ,8,F,Zephan,EL,17-Aug-09,LTEL,3,4,3,2,3,,None,None,1,2,10,,0,0,<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>am going to learn to do better. First time scored and felt Neutral. my goals is to raised my grade up and do more newsela. i will try my best</i> by 2/15/2018. ,43139.37779,1,1,1,1,1,1,Low Achievement,Less than a year,90 to 95%,303,-92,8,rpg,,,,,,,,0.394137453,,,0.415433404,,3,"<li><b>Semester two: 1 courses with a grade below 80:</b><br><p style='margin-left: 40px'>F/16 - English Language Arts 8 - as of  Feb 12  ; 9 assignment(s) were missing <i></i></p></li><li>Turn in <b>15 missing assignment(s): </b>10 classwork </li><li><b>Did not pass the CELDT test</b> in 2017. To pass on your next attempt, you must get a 3 or above in all areas and at least a 4 overall. Latest levels are: Listening 1; Speaking 1; Reading 1; Writing 1; Overall 1</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC Math: Overall Level 1</b>, Concepts and Procedures - Below Standard, Problem Solving - Below Standard, Communicating Reasoning - Below Standard</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC ELA: Overall Level 1</b>, Reading - Below Standard, Writing - Below Standard, Listening - Below Standard, Research/Inquiry - Below Standard</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in Mathematics</b>; your approximate grade level is 1.8. To get closer to grade level, increase your current RIT score of 174 by 1
 points for one year of growth or by 2 points for 1.5 years of growth by Spring 1718.</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in ELA</b>; your approximate grade level is 0.3. To get closer to grade level, increase your current RIT score of 150 by 4 points for one year of growth or by 6 points for 1.5 years of growth by Spring 1718.</li>",<li><b>Attendance 93%</b> - 100/107 days. Rate last year: 96%</li><li><b>Semester two: 2 courses with As/Bs:</b><br><p style='margin-left: 40px'>A+/100 8th grade Algebra- <i></i></p><p style='margin-left: 40px'>B/86 8th grade Science-<i></i></p></li>,,,,NO,1,1
Demo School 1,100404,Delphia Shuford  ,8,F,Zephan,EL,7-Aug-09,LTEL,4,5,3,4,4,1,None,None,2,1,7,,0,0,"<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>I am going to learn how to keep my grade up, turn in complete work. First time scored 33 and felt Neutral. My goal is to complete my work, try to keep my grade up. i would try to finish my work in class</i> by 4/3/2018. ",43139.37494,1,2,1,1,1,,1.5 or more years,,90 to 95%,540,-4,0,rpg,,,,,,,,0.31722551,,,0.462104072,,4,"<li><b>Semester two: 2 courses with a grade below 80:</b><br><p style='margin-left: 40px'>C-/70 - English Lanquage Arts 7 - as of  Feb 11 ; 4 absence(s) ; 3 assignment(s) were missing <i></i></p><p style='margin-left: 40px'>F+/61 - 7th Grade Science - as of  Feb 11 ; 5 absence(s) ; 6 assignment(s) were missing <i></i></p></li><li>Turn in <b>12 missing assignment(s): </b>11 classwork </li><li><b>Did not pass the CELDT test</b> in 2017. To pass on your next attempt, you must get a 3 or above in all areas and at least a 4 overall. Latest levels are: Listening 1; Speaking 1; Reading 1; Writing 1; Overall 1</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in Mathematics</b>; your approximate grade level is 2.7. To get closer to grade level, increase your current RIT score of 186 by 3
 points for one year of growth or by 5 points for 1.5 years of growth by Spring 1718.</li>",<li><b>Attendance 93%</b> - 99/107 days. Rate last year: 96%</li><li><b>Semester two: 1 courses with As/Bs:</b><br><p style='margin-left: 40px'>B/85 7th grade Pre-Algebra- <i></i></p></li><li><b>On track to grow 1.5 or more years in Mathematics </b> this year! Current RIT score is 186 approximate grade level is 2.7</li>,,,,NO,,1
Demo School 1,100405,Charmain Lamson  ,8,M,Zephan,RFEP,6-Apr-16,,No Data,No Data,No Data,No Data,No Data,Did not take CELDT,Fei,Other Health Impairment (OHI),1,2,4,,0,0,<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>i will learn how to study a lot.. First time scored and felt Good. my goal is to raise my grade up in ela and science. i will study a lot.</i> by 2/15/2018. ,43139.38694,1,1,2,2,54,47,High Achievement; at least 50th percentile,Less than a year,90 to 95%,231,-88,5,rpg,0.368421053,0.36344239,At or above average,,,,0.481481482,0.394137453,At or above average,,0.415433404,,7,"<li><b>Semester two: 1 courses with a grade below 80:</b><br><p style='margin-left: 40px'>F/57 - English Language Arts 8 - as of  Feb 12 ; 4 absence(s) ; 4 assignment(s) were missing <i></i></p></li><li>Turn in <b>4 missing assignment(s): </b>3 classwork </li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC Math: Overall Level 2</b>, Concepts and Procedures - Below Standard, Problem Solving - Near Standard, Communicating Reasoning - Near Standard</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC ELA: Overall Level 2</b>, Reading - Below Standard, Writing - Near Standard, Listening - Near Standard, Research/Inquiry - Near Standard</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in ELA</b>; your approximate grade level is 8.3. To get closer to grade level, increase your current RIT score of 218 by 1 points for one year of growth or by 2 points for 1.5 years of growth by Spring 1718.</li>","<li><b>Benchmark Math 2 score was at or above network average</b>; you scored 48% while your classsmates scored 39%</li><li><b>Benchmark Math 1 score was at or above network average</b>; you scored 37% while your classsmates scored 36%</li><li><b>Attendance 94%</b> - 101/107 days. Rate last year: 88%</li><li><b>Semester two: 2 courses with As/Bs:</b><br><p style='margin-left: 40px'>A/95 8th grade Science-<i></i></p><p style='margin-left: 40px'>B/84 8th grade Algebra- <i></i></p></li><li>As of Jan 2018, you are <b>at grade level 9 in Mathematics</b>. To stay at grade level, increase your current RIT score of 231 by 2
 points.</li><li><b>Reclassified as Fluent English Proficient</b> on 04-06-2016!</li>",,Net average is at par or positive,,YES,2,2
Demo School 1,100406,Brianna Marcantel  ,8,F,Zephan,RFEP,6-Apr-16,EL,No Data,No Data,No Data,No Data,No Data,Did not take CELDT,None,None,2,1,4,,0,0,<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>im will learn to maintain my grades at a c or higher. I am going to try not to struggle with homework.. First time scored 45 and felt Neutral. To turn in as much work. Try to do as much work as possible to up my grade. I will not take any opportunities that may come my way to up my grade for granted. i will take advantage.. Take advantage of work i get and try to turn it in to change my grade.</i> by 4/2/2018. ,43139.37421,2,2,3,2,42,40,Less than a year,Less than a year,96% or higher,1705,-5,0,rpg,0.761904762,0.446731235,At or above average,0.583333333,0.370257453,At or above average,0.5,0.441046832,At or above average,0.333333333,0.311930783,At or above average,10,"<li>Did not score college/career ready (Level 3 or 4) on <b>SBAC ELA: Overall Level 2</b>, Reading - Near Standard, Writing - Near Standard, Listening - Near Standard, Research/Inquiry - Near Standard</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in Mathematics</b>; your approximate grade level is 5.5. To get closer to grade level, increase your current RIT score of 214 by 4
 points for one year of growth or by 6 points for 1.5 years of growth by Spring 1718.</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in ELA</b>; your approximate grade level is 5. To get closer to grade level, increase your current RIT score of 206 by 2 points for one year of growth or by 3 points for 1.5 years of growth by Spring 1718.</li>",<li><b>Benchmark Math 2 score was at or above network average</b>; you scored 50% while your classsmates scored 44%</li><li><b>Benchmark Math 1 score was at or above network average</b>; you scored 76% while your classsmates scored 45%</li><li><b>Benchmark ELA 2 score was at or above the network average</b>; you scored 33% while your classsmates scored 31%</li><li><b>Benchmark ELA 1 score was at or above the network average</b>; you scored 58.% while your classsmates scored 37%</li><li><b>Attendance 100%</b> - 107/107 days</li><li><b>Semester two: 2 courses with As/Bs:</b><br><p style='margin-left: 40px'>A+/99 5th grade Math-<i></i></p><p style='margin-left: 40px'>A+/97 5th grade Humanities-<i></i></p></li><li><b>Completed all class assignments</b> this year</li><li>College and Career Ready: SBAC <b>Math level 3 </b>on the 2017 test</li><li><b>Reclassified as Fluent English Proficient</b> on 04-06-2016!</li>,,Score decreased from 70%,Net average is at par or positive,NO,2,2
Demo School 1,100407,Aide Iverson  ,8,F,Zephan,RFEP,3-Mar-14,,No Data,No Data,No Data,No Data,No Data,Did not take CELDT,None,None,1,2,6,,0,0,"<br><br><strong class='bg-warning'>Goal set on Feb-8: </strong>Learn: <i>chemical bonding , rate of change and things and unbroken and different things. First time scored 33 and felt Neutral. To grade 8th grade. get my grades up and newsela articles and focus</i> by 6/8/2018. ",43139.37835,1,2,1,1,5,28,1.5 or more years,Low Achievement,90 to 95%,1095,-910,32,"improvement/1/Jan-11/5/['Month','Detentions'],['Aug',2],['Sept',12],['Oct',12],['Nov',1],['Dec',4],['Jan',1],['Feb',0]",0.263157895,0.36344239,Below average,0.533333333,0.390476191,At or above average,0.222222222,0.394137453,Below average,0.318181818,0.415433404,Below average,6,"<li>Benchmark Math 2 score was below network average; you scored 22% while your classsmates scored 39%</li><li>Benchmark Math 1 score was below network average; you scored 26% while your classsmates scored 36%</li><li>Benchmark ELA 2 score was below network average; you scored 32% while your classsmates scored 42%</li><li><b>Semester two: 1 courses with a grade below 80:</b><br><p style='margin-left: 40px'>F/0 - 8th grade Humanities - as of  Jan 9 ; 6 absence(s) <i></i></p></li><li>Turn in <b>5 missing assignment(s): </b>1 classwork 4 homework</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC Math: Overall Level 1</b>, Concepts and Procedures - Below Standard, Problem Solving - Below Standard, Communicating Reasoning - Below Standard</li><li>Did not score college/career ready (Level 3 or 4) on <b>SBAC ELA: Overall Level 1</b>, Reading - Below Standard, Writing - Below Standard, Listening - Below Standard, Research/Inquiry - Below Standard</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in Mathematics</b>; your approximate grade level is 3.7. To get closer to grade level, increase your current RIT score of 199 by 2
 points for one year of growth or by 3 points for 1.5 years of growth by Spring 1718.</li><li><b>Not at grade level</b> (as of Jan 2018) <b>in ELA</b>; your approximate grade level is 5.8. To get closer to grade level, increase your current RIT score of 210 by 1 points for one year of growth or by 2 points for 1.5 years of growth by Spring 1718.</li>",<li><b>Benchmark ELA 1 score was at or above the network average</b>; you scored 53% while your classsmates scored 39%</li><li><b>Attendance 91%</b> - 97/107 days. Details  - <b>Out of school suspension absences: 2</b></li><li><b>Semester two: 1 courses with As/Bs:</b><br><p style='margin-left: 40px'>A/96 Physical Education-<i></i></p></li><li><b>On track to grow 1.5 or more years in Mathematics </b> this year! Current RIT score is 199 approximate grade level is 3.7</li><li><b>Reclassified as Fluent English Proficient</b> on 03-03-2014!</li>,,Net average is negative,Net average is at par or positive,NO,1,1
